record_id,equipment_id,equipment_type,operating_hours,engine_temperature_C,vibration_level,oil_pressure_bar,fuel_rate_L_per_hr,load_tons,ambient_temperature_C,failure
4392,EQ0115,Crusher,1696,95.17,0.554,2.94,47.72,143.7,12.91,0
4393,EQ0029,Haul Truck,8867,91.57,0.152,1.88,31.27,189.0,26.41,0
4394,EQ0059,Excavator,7080,95.64,0.496,2.88,40.83,152.3,19.24,0
4395,EQ0125,Crusher,779,95.97,0.41,3.6,19.94,94.5,22.83,0
4396,EQ0098,Crusher,3812,87.35,0.652,2.96,37.83,127.4,28.3,0
4397,EQ0017,Haul Truck,9421,91.81,0.763,3.76,48.58,112.1,25.99,1
4398,EQ0107,Excavator,8609,95.62,0.45,3.23,34.19,181.9,35.88,0
4399,EQ0043,Loader,5401,104.47,0.709,2.08,41.41,157.5,38.61,0
4400,EQ0080,Loader,5834,97.05,0.453,3.05,35.77,181.0,22.2,0
4401,EQ0194,Excavator,8081,89.7,0.355,3.15,33.12,97.2,25.07,0
4402,EQ0162,Drill,5992,98.19,0.762,3.54,47.77,153.1,21.81,0
4403,EQ0008,Haul Truck,3796,108.66,0.578,3.91,31.64,79.1,34.94,0
4404,EQ0141,Excavator,7229,102.33,0.501,3.45,42.34,72.2,28.95,0
4405,EQ0106,Loader,3096,99.38,0.603,3.22,42.47,108.1,28.19,0
4406,EQ0008,Crusher,7337,100.8,0.541,3.34,33.19,165.4,29.87,0
4407,EQ0096,Loader,7427,106.52,0.49,2.92,41.25,90.2,26.13,1
4408,EQ0094,Crusher,7507,103.61,0.301,2.27,32.52,119.5,22.86,1
4409,EQ0065,Haul Truck,2642,99.53,0.459,3.02,44.17,155.7,28.31,0
4410,EQ0171,Crusher,778,103.55,0.593,3.18,29.48,145.4,26.4,0
4411,EQ0039,Excavator,5466,86.35,0.482,2.4,37.28,186.5,30.08,1
4412,EQ0081,Crusher,5743,82.98,0.635,3.66,37.98,120.1,18.21,0
4413,EQ0187,Drill,7510,96.26,0.558,3.5,48.9,106.8,29.12,0
4414,EQ0084,Excavator,9935,95.55,0.368,2.31,41.12,87.2,23.86,0
4415,EQ0088,Haul Truck,5641,90.65,0.302,3.68,47.64,109.0,28.91,0
4416,EQ0086,Excavator,934,101.61,0.476,2.85,44.44,86.9,33.43,0
4417,EQ0093,Drill,9960,80.1,0.421,2.61,44.39,66.1,24.66,0
4418,EQ0086,Haul Truck,6126,90.72,0.55,3.54,37.34,178.9,35.18,0
4419,EQ0044,Loader,8572,91.12,0.392,2.97,48.17,121.5,17.56,0
4420,EQ0137,Drill,8070,81.91,0.408,3.95,37.15,197.7,37.26,1
4421,EQ0165,Haul Truck,6918,106.96,0.658,2.57,26.16,94.8,35.43,1
4422,EQ0074,Crusher,5128,84.13,0.522,2.13,38.28,107.1,22.68,0
4423,EQ0036,Excavator,4803,90.29,0.395,2.86,43.63,96.7,22.73,0
4424,EQ0101,Haul Truck,9538,102.26,0.503,3.39,27.15,100.8,19.03,0
4425,EQ0156,Excavator,1872,100.17,0.707,2.54,32.92,146.2,33.53,0
4426,EQ0170,Crusher,2264,86.13,0.544,2.33,30.16,137.0,26.02,1
4427,EQ0171,Haul Truck,7211,100.46,0.589,3.11,46.29,146.3,25.58,0
4428,EQ0170,Loader,8483,97.32,0.387,2.27,53.38,160.3,21.26,1
4429,EQ0104,Drill,2935,113.66,0.654,3.15,38.32,153.2,38.87,0
4430,EQ0066,Haul Truck,2765,98.23,0.848,2.83,44.25,89.7,22.16,0
4431,EQ0055,Crusher,6213,93.87,0.381,3.25,44.04,104.3,28.14,0
4432,EQ0200,Haul Truck,2663,88.15,0.323,2.31,52.43,123.6,29.3,0
4433,EQ0176,Excavator,8598,89.05,0.526,3.65,34.78,231.8,25.61,0
4434,EQ0091,Haul Truck,8231,88.39,0.631,2.91,38.24,143.2,24.39,0
4435,EQ0022,Loader,8823,105.97,0.486,3.38,37.27,123.2,25.78,1
4436,EQ0101,Haul Truck,2796,95.14,0.342,3.48,40.6,140.2,31.39,0
4437,EQ0155,Drill,4787,99.52,0.484,2.42,60.03,101.9,25.92,0
4438,EQ0121,Haul Truck,7421,107.11,0.59,3.44,40.25,127.9,37.75,0
4439,EQ0093,Excavator,7113,76.13,0.439,2.29,33.16,148.6,23.34,1
4440,EQ0195,Haul Truck,7804,105.23,0.591,2.31,30.76,119.1,32.52,1
4441,EQ0108,Loader,5671,95.44,0.675,3.98,50.02,97.3,17.46,0
4442,EQ0141,Crusher,7436,98.48,0.536,3.56,33.13,117.7,23.34,0
4443,EQ0173,Haul Truck,158,88.37,0.496,4.04,45.31,110.4,23.1,0
4444,EQ0010,Haul Truck,9865,88.96,0.624,2.81,34.56,79.3,21.38,0
4445,EQ0009,Drill,1240,98.91,0.372,3.05,29.87,102.9,29.7,0
4446,EQ0182,Loader,2662,114.08,0.357,3.26,44.84,78.2,27.34,1
4447,EQ0155,Crusher,2952,103.03,0.46,2.99,34.95,82.9,14.33,0
4448,EQ0034,Excavator,6741,105.12,0.426,2.63,43.4,85.8,39.97,0
4449,EQ0129,Haul Truck,1041,93.46,0.379,2.55,43.99,148.6,29.06,0
4450,EQ0160,Crusher,6641,90.2,0.775,3.11,44.37,164.7,28.01,0
4451,EQ0089,Excavator,7530,88.75,0.826,2.47,37.85,73.9,35.86,0
4452,EQ0093,Loader,1521,91.09,0.447,2.45,45.49,167.4,33.93,0
4453,EQ0071,Loader,5865,78.58,0.514,3.2,32.62,86.2,26.21,0
4454,EQ0067,Crusher,535,89.2,0.472,2.95,20.37,142.4,16.28,0
4455,EQ0148,Excavator,939,90.52,0.666,3.47,45.66,127.8,31.39,0
4456,EQ0117,Loader,4101,93.6,0.696,2.79,41.32,139.1,22.22,0
4457,EQ0094,Crusher,5348,96.05,0.233,2.71,35.12,85.0,35.44,0
4458,EQ0163,Loader,5059,97.9,0.571,3.21,28.23,65.6,23.34,0
4459,EQ0099,Loader,1750,94.88,0.304,2.59,23.71,95.9,25.29,0
4460,EQ0113,Loader,5928,90.35,0.764,2.67,40.41,132.8,19.94,0
4461,EQ0103,Drill,9537,79.29,0.566,2.69,53.19,178.7,20.43,1
4462,EQ0091,Excavator,2361,90.4,0.376,2.9,38.89,89.1,27.35,0
4463,EQ0090,Crusher,9207,87.22,0.464,3.89,37.11,117.0,26.79,0
4464,EQ0017,Crusher,5994,98.73,0.457,2.31,39.81,97.5,25.14,0
4465,EQ0018,Excavator,6378,102.27,0.579,3.65,57.43,119.5,40.32,0
4466,EQ0173,Excavator,3989,102.51,0.656,3.37,46.02,62.1,31.62,0
4467,EQ0116,Excavator,6997,101.06,0.328,3.78,32.53,164.9,28.06,0
4468,EQ0093,Excavator,1426,93.93,0.776,4.57,40.22,120.7,11.46,0
4469,EQ0181,Haul Truck,6001,90.82,0.741,3.72,42.66,147.5,32.95,0
4470,EQ0091,Crusher,3458,89.02,0.369,3.46,31.55,113.0,45.97,0
4471,EQ0082,Haul Truck,1685,82.94,0.511,2.34,46.07,125.7,26.87,1
4472,EQ0068,Loader,5745,102.93,0.757,2.41,33.46,153.9,23.14,1
4473,EQ0193,Loader,488,93.6,0.685,3.18,27.91,124.0,28.98,0
4474,EQ0114,Crusher,2891,85.03,0.449,2.15,40.61,125.0,19.41,1
4475,EQ0001,Loader,3432,88.39,0.622,3.31,39.34,96.2,30.77,0
4476,EQ0058,Excavator,803,88.06,0.95,1.93,39.99,104.0,37.0,1
4477,EQ0154,Haul Truck,5934,95.34,0.516,3.58,33.88,89.6,23.97,0
4478,EQ0109,Excavator,2920,103.54,0.405,2.84,35.0,97.9,24.17,0
4479,EQ0148,Loader,8153,92.22,0.526,3.06,49.03,157.5,27.52,0
4480,EQ0116,Haul Truck,5059,76.98,0.537,2.63,43.53,174.3,24.99,0
4481,EQ0087,Excavator,1159,93.49,0.421,2.05,32.35,82.6,18.93,0
4482,EQ0010,Crusher,9590,93.75,0.566,3.62,24.39,131.9,25.69,0
4483,EQ0059,Excavator,1401,93.2,0.312,3.67,32.68,110.5,24.48,0
4484,EQ0041,Loader,8965,89.98,0.4,2.82,41.26,161.9,36.2,0
4485,EQ0105,Haul Truck,7796,96.74,0.614,3.33,34.94,124.0,34.93,0
4486,EQ0133,Crusher,4399,95.53,0.237,2.8,34.32,119.8,36.38,0
4487,EQ0122,Haul Truck,6171,94.8,0.635,3.14,35.29,97.7,32.81,0
4488,EQ0193,Crusher,4212,98.3,0.198,3.38,39.42,74.0,29.23,0
4489,EQ0145,Haul Truck,7981,91.56,0.24,3.28,46.28,142.8,22.75,0
4490,EQ0022,Loader,9308,91.11,0.425,3.67,40.0,130.6,35.96,0
4491,EQ0098,Crusher,8501,106.04,0.543,3.26,40.5,131.3,30.09,0
4492,EQ0169,Drill,598,99.47,0.699,3.01,38.2,102.0,20.51,0
4493,EQ0068,Haul Truck,8720,101.62,0.509,2.62,36.01,115.6,22.52,0
4494,EQ0197,Haul Truck,7345,104.81,0.463,2.76,47.15,143.7,20.42,0
4495,EQ0139,Excavator,2205,99.21,0.587,3.41,45.94,149.5,15.69,0
4496,EQ0056,Crusher,9845,102.43,0.369,2.25,56.36,84.6,30.33,1
4497,EQ0179,Drill,5427,82.37,0.521,3.55,44.88,101.0,20.57,0
4498,EQ0149,Loader,5730,96.63,0.32,2.86,36.01,78.3,23.46,0
4499,EQ0099,Excavator,3306,93.54,0.512,2.59,32.76,126.0,28.23,0
4500,EQ0076,Drill,7237,108.42,0.481,2.45,47.62,146.5,26.87,1
4501,EQ0026,Crusher,2669,102.42,0.379,3.34,33.48,111.6,23.72,0
4502,EQ0115,Drill,2728,89.96,0.525,2.99,46.48,100.1,37.11,0
4503,EQ0147,Haul Truck,6864,97.98,0.524,3.79,33.92,109.9,18.84,0
4504,EQ0109,Haul Truck,1167,96.34,0.676,2.37,42.79,189.2,19.1,0
4505,EQ0188,Excavator,1606,98.63,0.259,2.71,31.52,155.8,30.75,0
4506,EQ0199,Crusher,3113,86.85,0.489,2.95,46.24,141.9,24.24,0
4507,EQ0047,Crusher,9959,97.88,0.386,2.62,30.13,129.6,24.01,0
4508,EQ0071,Drill,6742,93.17,0.63,3.0,42.18,119.6,21.53,0
4509,EQ0154,Excavator,4166,97.26,0.613,3.16,38.42,92.8,30.03,0
4510,EQ0040,Crusher,1047,89.2,0.576,3.24,40.81,88.1,29.35,0
4511,EQ0133,Haul Truck,4489,90.32,0.394,3.75,36.83,103.0,28.71,0
4512,EQ0149,Drill,8243,104.39,0.633,2.35,36.65,91.4,24.5,1
4513,EQ0132,Loader,1271,86.59,0.27,3.17,41.24,101.8,23.49,0
4514,EQ0023,Haul Truck,6214,87.18,0.24,2.68,31.98,116.9,27.02,0
4515,EQ0106,Excavator,271,94.59,0.309,3.22,31.94,119.2,33.8,0
4516,EQ0084,Crusher,5782,88.82,0.495,3.22,37.13,101.4,37.41,0
4517,EQ0143,Haul Truck,9435,87.92,0.601,2.51,36.82,134.9,34.67,0
4518,EQ0116,Loader,5956,95.84,0.054,2.55,31.96,114.3,31.03,0
4519,EQ0109,Loader,6309,82.96,0.698,3.26,47.39,126.4,33.89,0
4520,EQ0136,Excavator,3677,86.94,0.52,3.01,37.32,97.7,20.91,1
4521,EQ0041,Haul Truck,8480,111.43,0.265,2.89,38.19,140.8,23.72,1
4522,EQ0112,Drill,4176,98.68,0.515,3.33,29.38,104.0,31.15,0
4523,EQ0147,Haul Truck,257,89.03,0.664,3.37,56.57,168.3,27.29,0
4524,EQ0112,Loader,7877,98.35,0.59,2.74,59.42,113.3,30.03,0
4525,EQ0103,Excavator,2817,99.54,0.665,2.57,33.76,117.2,33.88,0
4526,EQ0046,Excavator,8537,102.96,0.295,2.37,49.81,137.8,32.94,0
4527,EQ0156,Drill,2895,93.98,0.438,3.02,39.27,144.4,21.45,0
4528,EQ0068,Excavator,7300,102.81,0.361,2.29,52.83,147.6,28.07,0
4529,EQ0122,Excavator,7628,78.69,0.758,3.05,42.69,173.3,22.48,0
4530,EQ0015,Excavator,2477,86.55,0.596,3.61,40.8,139.9,23.34,0
4531,EQ0165,Excavator,9141,96.31,0.927,2.82,20.01,118.0,17.73,0
4532,EQ0129,Excavator,1910,97.64,0.43,2.73,32.97,104.1,28.8,0
4533,EQ0195,Loader,5290,87.71,0.391,4.0,40.16,116.0,17.29,0
4534,EQ0111,Haul Truck,5532,97.08,0.479,3.75,41.59,164.5,30.36,0
4535,EQ0024,Crusher,7995,90.01,0.707,2.62,30.28,78.4,36.15,1
4536,EQ0027,Excavator,2226,92.78,0.445,3.07,34.17,95.4,31.18,0
4537,EQ0040,Crusher,7053,103.2,0.519,3.16,44.43,113.4,28.31,0
4538,EQ0191,Crusher,3130,102.27,0.515,3.1,28.93,95.0,37.21,0
4539,EQ0189,Loader,6423,87.02,0.506,3.91,41.07,107.7,29.96,0
4540,EQ0164,Excavator,5847,86.54,0.402,3.04,49.9,174.2,22.82,0
4541,EQ0024,Crusher,5705,91.71,0.479,3.12,43.08,111.1,28.75,0
4542,EQ0024,Excavator,5991,94.79,0.473,3.34,42.68,132.3,39.76,0
4543,EQ0004,Drill,3176,89.74,0.499,3.59,23.84,70.3,21.44,0
4544,EQ0067,Drill,2444,103.33,0.642,3.47,33.42,86.9,19.72,0
4545,EQ0034,Drill,719,97.78,0.764,3.27,56.43,148.0,31.69,0
4546,EQ0185,Crusher,2507,98.25,0.374,2.22,35.21,170.0,26.66,0
4547,EQ0177,Drill,6360,84.87,0.441,2.76,50.12,126.6,24.81,0
4548,EQ0181,Loader,3104,104.34,0.376,3.41,35.11,110.8,20.44,0
4549,EQ0116,Loader,4014,72.44,0.528,3.13,37.78,134.9,16.3,1
4550,EQ0023,Crusher,3696,101.67,0.419,3.41,44.12,42.1,19.26,0
4551,EQ0109,Excavator,9969,102.47,0.536,3.94,40.81,126.9,37.69,0
4552,EQ0069,Haul Truck,4139,91.54,0.666,2.41,43.05,88.6,27.95,0
4553,EQ0095,Excavator,1404,105.18,0.121,3.57,33.45,143.8,16.23,0
4554,EQ0181,Excavator,5730,94.5,0.574,2.83,30.91,54.2,35.1,0
4555,EQ0062,Excavator,7382,95.5,0.431,3.47,32.91,101.1,35.41,0
4556,EQ0169,Excavator,3407,97.72,0.569,2.98,35.74,118.8,35.38,0
4557,EQ0057,Haul Truck,1461,120.49,0.366,4.06,38.17,97.1,25.46,0
4558,EQ0188,Drill,6765,105.76,0.679,3.07,48.3,108.7,26.39,1
4559,EQ0054,Excavator,4394,100.61,0.637,2.68,40.7,147.1,28.83,0
4560,EQ0070,Loader,1887,87.7,0.585,3.21,43.88,119.3,36.41,0
4561,EQ0101,Crusher,1173,96.15,0.619,3.16,41.13,92.1,24.67,0
4562,EQ0057,Crusher,9457,88.5,0.388,3.57,31.08,148.2,23.47,1
4563,EQ0138,Loader,6002,101.58,0.407,3.22,40.14,127.5,32.17,0
4564,EQ0168,Excavator,3699,96.12,0.613,4.24,41.05,128.8,35.26,0
4565,EQ0135,Haul Truck,3155,86.0,0.385,2.94,46.08,93.2,27.68,0
4566,EQ0103,Drill,6576,95.65,0.717,2.95,31.45,43.6,32.02,0
4567,EQ0166,Crusher,759,88.2,0.451,2.7,23.68,92.8,28.67,0
4568,EQ0085,Drill,6420,96.21,0.575,3.04,41.41,89.8,26.49,0
4569,EQ0061,Haul Truck,6613,88.13,0.815,3.12,42.83,101.6,23.02,0
4570,EQ0003,Crusher,4742,95.22,0.394,3.14,38.56,94.7,21.08,0
4571,EQ0128,Drill,9421,101.0,0.51,3.03,40.22,123.4,24.31,0
4572,EQ0179,Haul Truck,6473,94.58,0.658,2.7,47.03,146.4,22.14,0
4573,EQ0086,Drill,4566,91.87,0.643,2.56,36.33,152.3,29.7,0
4574,EQ0047,Excavator,9760,96.63,0.451,2.81,37.77,145.1,35.31,0
4575,EQ0196,Haul Truck,5687,100.58,0.422,3.57,40.63,93.1,29.22,0
4576,EQ0076,Drill,2571,86.14,0.465,3.68,30.24,121.8,22.48,0
4577,EQ0038,Excavator,9443,97.09,0.717,2.96,38.78,167.0,33.13,1
4578,EQ0164,Excavator,6275,105.54,0.458,2.53,39.49,72.5,29.78,0
4579,EQ0169,Haul Truck,8384,99.59,0.512,2.96,53.1,160.4,30.97,0
4580,EQ0197,Loader,1381,95.46,0.436,4.05,37.62,90.1,24.88,0
4581,EQ0141,Crusher,3277,100.12,0.606,3.5,41.6,128.8,34.8,0
4582,EQ0087,Haul Truck,5767,98.62,0.523,3.28,47.35,132.4,34.77,0
4583,EQ0058,Excavator,4611,101.03,0.349,3.48,33.3,125.7,26.9,0
4584,EQ0050,Excavator,3981,78.81,0.355,3.77,51.01,186.9,32.31,0
4585,EQ0030,Haul Truck,2513,82.57,0.2,2.42,54.11,111.0,34.61,1
4586,EQ0190,Loader,1644,103.04,0.375,2.8,39.77,70.8,25.21,0
4587,EQ0101,Crusher,4884,82.96,0.619,2.74,35.68,130.7,27.51,0
4588,EQ0025,Drill,5861,98.21,0.699,3.29,53.02,114.9,28.48,0
4589,EQ0112,Haul Truck,7974,92.18,0.603,3.08,46.37,136.6,21.41,0
4590,EQ0155,Crusher,7061,87.03,0.583,3.38,40.66,146.5,30.65,0
4591,EQ0179,Crusher,5726,97.8,0.481,2.75,51.41,119.0,34.14,0
4592,EQ0185,Excavator,4614,96.61,0.616,3.69,50.57,133.1,27.14,0
4593,EQ0126,Drill,1245,111.88,0.543,2.97,37.31,124.3,30.04,0
4594,EQ0123,Haul Truck,9202,90.0,0.771,3.35,41.99,173.8,36.39,1
4595,EQ0047,Excavator,5550,106.52,0.485,3.6,44.61,108.9,25.57,0
4596,EQ0118,Excavator,1666,97.82,0.701,3.56,40.23,99.4,30.16,1
4597,EQ0039,Loader,3105,89.71,0.631,3.18,28.87,146.4,24.58,0
4598,EQ0016,Crusher,4607,101.39,0.61,3.41,32.49,92.1,24.42,0
4599,EQ0022,Haul Truck,4348,99.53,0.198,3.87,29.13,131.8,30.05,0
4600,EQ0054,Haul Truck,8383,95.29,0.639,3.26,43.94,114.9,29.45,0
4601,EQ0149,Haul Truck,4092,97.13,0.481,2.64,30.53,117.0,31.33,0
4602,EQ0200,Excavator,8622,90.22,0.433,3.29,41.54,193.1,28.46,0
4603,EQ0016,Loader,8127,88.39,0.278,2.98,54.66,157.0,30.79,0
4604,EQ0059,Drill,5860,101.08,0.499,1.83,51.42,150.6,37.99,1
4605,EQ0031,Excavator,9246,93.21,0.505,3.23,25.3,135.9,34.36,0
4606,EQ0170,Drill,8145,94.36,0.305,3.06,29.77,99.3,30.03,1
4607,EQ0032,Loader,3077,97.24,0.279,3.58,33.79,127.8,31.03,0
4608,EQ0187,Crusher,5447,97.12,0.573,2.62,30.65,137.5,26.21,0
4609,EQ0162,Haul Truck,4389,83.57,0.631,2.25,26.77,126.0,27.04,0
4610,EQ0009,Drill,629,105.29,0.529,3.08,39.91,122.8,30.95,0
4611,EQ0139,Excavator,2992,95.97,0.673,3.19,45.64,108.1,28.53,0
4612,EQ0010,Drill,9558,93.38,0.487,3.05,47.63,128.2,32.76,1
4613,EQ0017,Crusher,7543,98.45,0.492,3.01,36.2,104.2,35.6,0
4614,EQ0068,Haul Truck,9765,96.89,0.362,2.47,37.82,141.1,27.39,0
4615,EQ0048,Drill,4834,101.14,0.266,2.93,42.85,59.5,15.94,1
4616,EQ0180,Crusher,9889,99.3,0.778,2.83,39.13,160.8,40.21,1
4617,EQ0111,Excavator,2625,100.74,0.67,3.54,46.48,80.7,24.09,0
4618,EQ0153,Loader,3861,105.81,0.291,3.19,43.44,88.0,29.17,0
4619,EQ0123,Excavator,6241,102.07,0.523,2.86,36.99,132.3,32.36,0
4620,EQ0149,Haul Truck,2842,93.72,0.485,3.86,25.15,136.2,36.45,0
4621,EQ0101,Excavator,4735,86.02,0.459,2.87,51.99,182.3,38.84,1
4622,EQ0102,Excavator,4525,108.34,0.439,3.28,34.51,128.9,25.82,0
4623,EQ0065,Excavator,8761,93.1,0.557,2.92,42.86,118.8,35.14,1
4624,EQ0191,Excavator,3930,91.22,0.623,3.82,24.67,125.7,29.19,0
4625,EQ0051,Haul Truck,7092,81.11,0.56,3.04,39.91,167.7,44.46,0
4626,EQ0036,Crusher,633,97.71,0.482,3.06,40.8,192.7,34.6,1
4627,EQ0081,Drill,4662,96.19,0.476,2.93,41.19,114.5,26.94,0
4628,EQ0127,Loader,7220,82.88,0.641,3.1,64.11,136.3,23.24,0
4629,EQ0088,Drill,6663,98.63,0.57,3.6,34.95,117.8,12.24,0
4630,EQ0194,Drill,7389,91.01,0.511,3.42,46.57,117.2,32.05,0
4631,EQ0104,Loader,4187,116.52,0.495,3.01,44.19,176.4,34.05,0
4632,EQ0015,Haul Truck,9053,90.45,0.552,3.85,34.57,92.2,32.47,0
4633,EQ0096,Loader,9182,91.52,0.43,3.44,46.45,50.0,13.88,1
4634,EQ0167,Haul Truck,2455,88.0,0.623,2.78,38.69,129.5,20.45,0
4635,EQ0123,Drill,2055,105.22,0.339,2.31,47.0,156.0,30.88,0
4636,EQ0198,Haul Truck,3071,92.02,0.438,2.79,55.69,126.6,38.71,0
4637,EQ0001,Crusher,5639,89.2,0.592,3.21,41.21,135.1,27.67,0
4638,EQ0151,Loader,7593,100.66,0.33,3.3,37.75,142.6,34.55,0
4639,EQ0122,Crusher,1772,83.96,0.264,3.68,48.41,123.3,21.79,0
4640,EQ0167,Drill,2936,100.0,0.509,2.45,51.17,136.7,29.24,0
4641,EQ0126,Loader,5027,109.25,0.246,2.78,32.93,136.2,26.35,0
4642,EQ0057,Drill,5039,99.53,0.305,2.41,36.38,61.2,35.13,0
4643,EQ0081,Crusher,3744,100.1,0.613,2.33,45.4,123.4,24.76,0
4644,EQ0162,Drill,2397,101.96,0.469,2.69,38.94,72.8,38.06,0
4645,EQ0169,Loader,4161,108.68,0.693,3.18,32.37,118.9,26.15,0
4646,EQ0073,Loader,3266,104.68,0.319,3.39,44.33,105.1,21.58,0
4647,EQ0141,Drill,9611,98.52,0.486,2.53,45.37,151.0,21.78,0
4648,EQ0070,Loader,283,102.23,0.56,2.6,37.32,127.3,24.27,0
4649,EQ0006,Loader,9575,87.91,0.324,2.11,40.49,134.2,30.22,1
4650,EQ0084,Drill,2946,101.21,0.655,3.11,35.39,114.3,24.34,0
4651,EQ0052,Crusher,9724,86.96,0.577,2.63,31.24,151.6,23.08,0
4652,EQ0003,Loader,4822,92.06,0.259,3.83,36.02,72.1,33.34,0
4653,EQ0081,Loader,882,70.34,0.494,3.2,40.59,93.1,8.73,0
4654,EQ0063,Loader,1607,98.21,0.558,2.91,28.2,158.6,25.42,0
4655,EQ0049,Loader,5955,89.85,0.411,2.68,36.61,106.9,19.99,0
4656,EQ0076,Drill,7638,103.89,0.278,2.25,40.7,55.6,22.79,1
4657,EQ0112,Crusher,776,98.12,0.542,2.32,49.56,163.6,29.46,0
4658,EQ0175,Crusher,7350,103.99,0.832,2.69,37.5,152.3,26.77,0
4659,EQ0109,Haul Truck,7913,86.33,0.442,2.65,30.03,141.3,26.23,0
4660,EQ0183,Loader,4190,103.31,0.735,2.5,38.32,122.8,35.14,1
4661,EQ0192,Loader,5823,111.85,0.387,3.19,35.47,169.8,27.92,1
4662,EQ0065,Haul Truck,9652,101.11,0.532,3.26,44.42,157.8,38.84,1
4663,EQ0081,Crusher,2786,101.32,0.616,2.77,37.3,166.4,32.27,0
4664,EQ0195,Excavator,8482,96.36,0.499,3.97,18.32,140.9,22.2,0
4665,EQ0015,Excavator,9134,90.8,0.455,2.13,69.53,123.7,39.6,0
4666,EQ0100,Crusher,8626,101.09,0.609,3.03,41.14,108.0,29.67,1
4667,EQ0032,Loader,7789,82.95,0.784,2.89,40.71,81.9,39.23,0
4668,EQ0096,Excavator,1210,91.66,0.545,2.72,27.67,135.1,26.4,0
4669,EQ0128,Drill,678,80.83,0.423,2.65,28.28,137.6,29.63,0
4670,EQ0196,Drill,161,89.37,0.472,3.0,39.26,109.5,30.59,0
4671,EQ0146,Haul Truck,486,100.14,0.878,2.89,42.69,138.4,26.99,0
4672,EQ0113,Crusher,9461,99.04,0.52,2.8,45.62,110.0,35.63,1
4673,EQ0083,Crusher,2300,95.41,0.411,2.35,41.9,146.0,39.6,0
4674,EQ0043,Excavator,1783,96.36,0.328,2.19,30.51,93.5,14.24,0
4675,EQ0116,Loader,6421,79.91,0.226,2.86,19.96,88.3,32.89,0
4676,EQ0163,Crusher,8156,92.02,0.555,2.8,39.2,112.8,22.63,0
4677,EQ0078,Excavator,8778,89.55,0.598,2.9,35.73,144.9,12.44,0
4678,EQ0058,Excavator,7514,89.73,0.44,2.95,29.9,85.2,31.1,0
4679,EQ0033,Crusher,6743,99.8,0.498,2.74,46.62,151.5,31.12,0
4680,EQ0014,Excavator,8832,88.12,0.324,2.89,27.4,70.7,32.08,0
4681,EQ0162,Haul Truck,5731,90.16,0.52,2.57,44.94,112.6,30.23,0
4682,EQ0189,Haul Truck,8045,78.3,0.572,3.76,28.72,77.6,33.25,0
4683,EQ0132,Crusher,7826,92.65,0.42,2.6,41.07,41.7,24.38,0
4684,EQ0059,Loader,5269,86.3,0.754,2.81,47.47,131.0,29.58,0
4685,EQ0157,Haul Truck,9530,95.63,0.374,2.64,37.3,114.7,32.19,0
4686,EQ0083,Haul Truck,9282,87.39,0.543,2.63,53.52,78.1,36.12,0
4687,EQ0134,Crusher,6887,95.84,0.627,3.01,55.34,104.5,28.26,0
4688,EQ0121,Drill,4567,93.84,0.488,2.95,41.9,133.3,26.72,0
4689,EQ0177,Excavator,5332,108.38,0.472,2.77,44.33,109.0,27.67,0
4690,EQ0168,Haul Truck,8230,98.98,0.286,2.86,48.49,114.0,20.84,0
4691,EQ0083,Drill,6296,80.28,0.704,2.64,44.36,108.0,32.62,0
4692,EQ0193,Loader,4007,84.88,0.475,3.2,43.5,102.5,19.26,0
4693,EQ0197,Drill,4388,95.44,0.581,4.03,35.81,102.1,30.35,0
4694,EQ0027,Crusher,6834,87.56,0.601,2.56,26.5,101.3,28.51,0
4695,EQ0080,Loader,1180,71.25,0.406,3.2,28.88,97.4,18.69,0
4696,EQ0134,Loader,6340,105.8,0.47,3.02,59.06,89.5,19.04,0
4697,EQ0013,Drill,297,100.76,0.7,3.33,42.58,108.6,22.88,0
4698,EQ0064,Crusher,7914,99.17,0.332,3.35,38.03,100.8,25.94,0
4699,EQ0190,Haul Truck,7951,90.14,0.819,3.1,50.11,87.8,36.88,1
4700,EQ0147,Drill,9890,98.42,0.388,2.98,34.0,143.0,27.34,0
4701,EQ0080,Haul Truck,1700,89.37,0.323,2.78,44.66,157.0,31.28,0
4702,EQ0123,Drill,7562,96.64,0.52,2.62,40.62,120.0,35.6,0
4703,EQ0043,Haul Truck,6966,87.64,0.831,2.95,43.68,122.0,34.44,0
4704,EQ0089,Drill,3792,107.13,0.213,2.36,37.31,99.2,27.96,0
4705,EQ0148,Loader,8975,82.44,0.479,2.7,32.28,152.0,23.77,0
4706,EQ0095,Excavator,3183,104.86,0.571,3.55,33.42,172.1,30.99,0
4707,EQ0196,Loader,4089,95.31,0.505,3.05,33.73,115.1,23.89,0
4708,EQ0172,Haul Truck,432,91.08,0.557,3.45,39.98,104.4,38.89,0
4709,EQ0151,Crusher,6206,96.34,0.392,3.73,27.55,130.2,33.21,0
4710,EQ0002,Loader,7433,100.87,0.41,2.91,30.02,123.9,29.25,0
4711,EQ0120,Excavator,6755,105.93,0.478,3.1,41.08,105.0,31.08,1
4712,EQ0022,Haul Truck,5408,97.51,0.331,2.85,38.98,134.1,29.07,0
4713,EQ0115,Loader,4300,87.87,0.493,2.59,41.52,148.1,25.79,0
4714,EQ0057,Drill,2821,95.45,0.442,2.52,39.64,96.4,30.99,0
